entry_id,lipid_system,lipid_components,composition,property,value,unit,uncertainty,temperature_C,phase,hydration,type,method,force_field,source_doi,source_citation,source_locator,extraction_confidence,notes,date_added
1332,POPI:POPE:NH4 (?),POPE,?,order_param_SCD_plateau,0.225,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.10259847,NMRlipidsDatabank_ID854,NMRlipids BilayerData sim ID 854,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPE; FF_raw='CHARMM36'.",2026-07-01
1333,POPC:CHOL (8:5),POPC:CHOL,8:5,area_per_lipid,43.76,A^2,0.02,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID661,NMRlipids BilayerData sim ID 661,high,NMRlipids Databank; FF_raw='Slipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1334,POPC:CHOL (8:5),POPC:CHOL,8:5,thickness_DB,48.15,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID661,NMRlipids BilayerData sim ID 661,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids'. Def: total-density-based head-head thickness.",2026-07-01
1335,POPC:CHOL (8:5),POPC,8:5,order_param_SCD_plateau,0.3745,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID661,NMRlipids BilayerData sim ID 661,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C9_M); component=POPC; FF_raw='Slipids'.",2026-07-01
1336,POPC:CHOL (8:5),POPC,8:5,order_param_SCD_plateau,0.3037,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID661,NMRlipids BilayerData sim ID 661,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C7_M); component=POPC; FF_raw='Slipids'.",2026-07-01
1337,TMCL:BOG:TMA (?),TMCL:BOG:TMA,?,area_per_lipid,78.59,A^2,0.009,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.13981147,NMRlipidsDatabank_ID827,NMRlipids BilayerData sim ID 827,high,NMRlipids Databank; FF_raw='Charmm36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1338,TMCL:BOG:TMA (?),TMCL:BOG:TMA,?,thickness_DB,34.77,A,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.13981147,NMRlipidsDatabank_ID827,NMRlipids BilayerData sim ID 827,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Charmm36'. Def: total-density-based head-head thickness.",2026-07-01
1339,POPC,POPC,single,area_per_lipid,64.98,A^2,0.019,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.545941,NMRlipidsDatabank_ID381,NMRlipids BilayerData sim ID 381,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1340,POPC,POPC,single,thickness_DB,41.53,A,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.545941,NMRlipidsDatabank_ID381,NMRlipids BilayerData sim ID 381,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1341,POPC,POPC,single,order_param_SCD_plateau,0.2175,dimensionless,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.545941,NMRlipidsDatabank_ID381,NMRlipids BilayerData sim ID 381,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1342,POPC,POPC,single,order_param_SCD_plateau,0.2047,dimensionless,,37.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.545941,NMRlipidsDatabank_ID381,NMRlipids BilayerData sim ID 381,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1343,DOPC:DOPE (1:1),DOPC:DOPE,1:1,area_per_lipid,68.57,A^2,0.019,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402437,NMRlipidsDatabank_ID131,NMRlipids BilayerData sim ID 131,high,NMRlipids Databank; FF_raw='Berger (modified to add a repulsive potential onto the ethanolamine hydrogens)'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1344,DOPC:DOPE (1:1),DOPC:DOPE,1:1,thickness_DB,40.33,A,,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402437,NMRlipidsDatabank_ID131,NMRlipids BilayerData sim ID 131,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Berger (modified to add a repulsive potential onto the ethanolamine hydrogens)'. Def: total-density-based head-head thickness.",2026-07-01
1345,DOPC:DOPE (1:1),DOPC,1:1,order_param_SCD_plateau,0.1964,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402437,NMRlipidsDatabank_ID131,NMRlipids BilayerData sim ID 131,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C4_M); component=DOPC; FF_raw='Berger (modified to add a repulsive potential onto the ethanolamine hydrogens)'.",2026-07-01
1346,DOPC:DOPE (1:1),DOPC,1:1,order_param_SCD_plateau,0.1772,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402437,NMRlipidsDatabank_ID131,NMRlipids BilayerData sim ID 131,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DOPC; FF_raw='Berger (modified to add a repulsive potential onto the ethanolamine hydrogens)'.",2026-07-01
1347,DOPC:DOPE (1:1),DOPE,1:1,order_param_SCD_plateau,0.1936,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402437,NMRlipidsDatabank_ID131,NMRlipids BilayerData sim ID 131,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C4_M); component=DOPE; FF_raw='Berger (modified to add a repulsive potential onto the ethanolamine hydrogens)'.",2026-07-01
1348,DOPC:DOPE (1:1),DOPE,1:1,order_param_SCD_plateau,0.1767,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402437,NMRlipidsDatabank_ID131,NMRlipids BilayerData sim ID 131,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DOPE; FF_raw='Berger (modified to add a repulsive potential onto the ethanolamine hydrogens)'.",2026-07-01
1349,POPC,POPC,single,area_per_lipid,60.96,A^2,0.016,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.5592698,NMRlipidsDatabank_ID133,NMRlipids BilayerData sim ID 133,high,NMRlipids Databank; FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1350,POPC,POPC,single,thickness_DB,43.37,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.5592698,NMRlipidsDatabank_ID133,NMRlipids BilayerData sim ID 133,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'. Def: total-density-based head-head thickness.",2026-07-01
1351,POPC,POPC,single,order_param_SCD_plateau,0.2418,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.5592698,NMRlipidsDatabank_ID133,NMRlipids BilayerData sim ID 133,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'.",2026-07-01
1352,POPC,POPC,single,order_param_SCD_plateau,0.2418,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Lipid14,10.5281/zenodo.5592698,NMRlipidsDatabank_ID133,NMRlipids BilayerData sim ID 133,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C3_M); component=POPC; FF_raw='Lipid14 for lipids and AMBER99SB-ILDN for ions'.",2026-07-01
1353,POPG:POPE (187:63),POPG:POPE,187:63,area_per_lipid,57.91,A^2,0.007,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3256490,NMRlipidsDatabank_ID556,NMRlipids BilayerData sim ID 556,high,NMRlipids Databank; FF_raw='Lipid17'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1354,POPG:POPE (187:63),POPG:POPE,187:63,thickness_DB,43.44,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3256490,NMRlipidsDatabank_ID556,NMRlipids BilayerData sim ID 556,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Lipid17'. Def: total-density-based head-head thickness.",2026-07-01
1355,POPG:POPE (187:63),POPG,187:63,order_param_SCD_plateau,0.2688,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3256490,NMRlipidsDatabank_ID556,NMRlipids BilayerData sim ID 556,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPG; FF_raw='Lipid17'.",2026-07-01
1356,POPG:POPE (187:63),POPG,187:63,order_param_SCD_plateau,0.2315,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3256490,NMRlipidsDatabank_ID556,NMRlipids BilayerData sim ID 556,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPG; FF_raw='Lipid17'.",2026-07-01
1357,POPG:POPE (187:63),POPE,187:63,order_param_SCD_plateau,0.2732,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3256490,NMRlipidsDatabank_ID556,NMRlipids BilayerData sim ID 556,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPE; FF_raw='Lipid17'.",2026-07-01
1358,POPG:POPE (187:63),POPE,187:63,order_param_SCD_plateau,0.232,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3256490,NMRlipidsDatabank_ID556,NMRlipids BilayerData sim ID 556,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPE; FF_raw='Lipid17'.",2026-07-01
1359,POPC,POPC,single,area_per_lipid,67.22,A^2,0.059,25.0,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.7061800,NMRlipidsDatabank_ID674,NMRlipids BilayerData sim ID 674,high,NMRlipids Databank; FF_raw='MacRog'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1360,POPC,POPC,single,thickness_DB,39.72,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.7061800,NMRlipidsDatabank_ID674,NMRlipids BilayerData sim ID 674,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='MacRog'. Def: total-density-based head-head thickness.",2026-07-01
1361,POPC,POPC,single,order_param_SCD_plateau,0.1894,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.7061800,NMRlipidsDatabank_ID674,NMRlipids BilayerData sim ID 674,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='MacRog'.",2026-07-01
1362,POPC,POPC,single,order_param_SCD_plateau,0.1888,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.7061800,NMRlipidsDatabank_ID674,NMRlipids BilayerData sim ID 674,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C4_M); component=POPC; FF_raw='MacRog'.",2026-07-01
1363,POPC:POPS (51:13),POPC:POPS,51:13,area_per_lipid,56.07,A^2,0.019,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.838225,NMRlipidsDatabank_ID370,NMRlipids BilayerData sim ID 370,high,NMRlipids Databank; FF_raw='Berger'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1364,POPC:POPS (51:13),POPC:POPS,51:13,thickness_DB,47.82,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.838225,NMRlipidsDatabank_ID370,NMRlipids BilayerData sim ID 370,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Berger'. Def: total-density-based head-head thickness.",2026-07-01
1365,POPC:POPS (51:13),POPC,51:13,order_param_SCD_plateau,0.267,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.838225,NMRlipidsDatabank_ID370,NMRlipids BilayerData sim ID 370,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C8_M); component=POPC; FF_raw='Berger'.",2026-07-01
1366,POPC:POPS (51:13),POPC,51:13,order_param_SCD_plateau,0.2661,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.838225,NMRlipidsDatabank_ID370,NMRlipids BilayerData sim ID 370,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C8_M); component=POPC; FF_raw='Berger'.",2026-07-01
1367,POPC:POPS (51:13),POPS,51:13,order_param_SCD_plateau,0.2764,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.838225,NMRlipidsDatabank_ID370,NMRlipids BilayerData sim ID 370,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C9_M); component=POPS; FF_raw='Berger'.",2026-07-01
1368,POPC:POPS (51:13),POPS,51:13,order_param_SCD_plateau,0.2895,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.838225,NMRlipidsDatabank_ID370,NMRlipids BilayerData sim ID 370,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C4_M); component=POPS; FF_raw='Berger'.",2026-07-01
1369,POPC,POPC,single,area_per_lipid,64.34,A^2,0.014,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.164206,NMRlipidsDatabank_ID99,NMRlipids BilayerData sim ID 99,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1370,POPC,POPC,single,thickness_DB,42.12,A,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.164206,NMRlipidsDatabank_ID99,NMRlipids BilayerData sim ID 99,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1371,POPC,POPC,single,order_param_SCD_plateau,0.2183,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.164206,NMRlipidsDatabank_ID99,NMRlipids BilayerData sim ID 99,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1372,POPC,POPC,single,order_param_SCD_plateau,0.2118,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.164206,NMRlipidsDatabank_ID99,NMRlipids BilayerData sim ID 99,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1373,POPC,POPC,single,area_per_lipid,63.31,A^2,0.01,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID110,NMRlipids BilayerData sim ID 110,high,NMRlipids Databank; FF_raw='ECC-lipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1374,POPC,POPC,single,thickness_DB,41.87,A,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID110,NMRlipids BilayerData sim ID 110,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='ECC-lipids'. Def: total-density-based head-head thickness.",2026-07-01
1375,POPC,POPC,single,order_param_SCD_plateau,0.226,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID110,NMRlipids BilayerData sim ID 110,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='ECC-lipids'.",2026-07-01
1376,POPC,POPC,single,order_param_SCD_plateau,0.226,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID110,NMRlipids BilayerData sim ID 110,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C3_M); component=POPC; FF_raw='ECC-lipids'.",2026-07-01
1377,POPC,POPC,single,area_per_lipid,64.04,A^2,0.005,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6336691,NMRlipidsDatabank_ID164,NMRlipids BilayerData sim ID 164,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1378,POPC,POPC,single,thickness_DB,42.62,A,,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6336691,NMRlipidsDatabank_ID164,NMRlipids BilayerData sim ID 164,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
1379,POPC,POPC,single,order_param_SCD_plateau,0.221,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6336691,NMRlipidsDatabank_ID164,NMRlipids BilayerData sim ID 164,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1380,POPC,POPC,single,order_param_SCD_plateau,0.21,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6336691,NMRlipidsDatabank_ID164,NMRlipids BilayerData sim ID 164,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
1381,POPC:CHOL (8:7),POPC:CHOL,8:7,area_per_lipid,40.9,A^2,0.004,25.0,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.7061800,NMRlipidsDatabank_ID671,NMRlipids BilayerData sim ID 671,high,NMRlipids Databank; FF_raw='MacRog'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1382,POPC:CHOL (8:7),POPC:CHOL,8:7,thickness_DB,48.53,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.7061800,NMRlipidsDatabank_ID671,NMRlipids BilayerData sim ID 671,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='MacRog'. Def: total-density-based head-head thickness.",2026-07-01
1383,POPC:CHOL (8:7),POPC,8:7,order_param_SCD_plateau,0.4272,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.7061800,NMRlipidsDatabank_ID671,NMRlipids BilayerData sim ID 671,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C9_M); component=POPC; FF_raw='MacRog'.",2026-07-01
1384,POPC:CHOL (8:7),POPC,8:7,order_param_SCD_plateau,0.3534,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.7061800,NMRlipidsDatabank_ID671,NMRlipids BilayerData sim ID 671,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C7_M); component=POPC; FF_raw='MacRog'.",2026-07-01
1385,POPC:CHOL (8:1),POPC:CHOL,8:1,area_per_lipid,57.32,A^2,0.036,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID672,NMRlipids BilayerData sim ID 672,high,NMRlipids Databank; FF_raw='Slipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1386,POPC:CHOL (8:1),POPC:CHOL,8:1,thickness_DB,43.85,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID672,NMRlipids BilayerData sim ID 672,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids'. Def: total-density-based head-head thickness.",2026-07-01
1387,POPC:CHOL (8:1),POPC,8:1,order_param_SCD_plateau,0.2472,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID672,NMRlipids BilayerData sim ID 672,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='Slipids'.",2026-07-01
1388,POPC:CHOL (8:1),POPC,8:1,order_param_SCD_plateau,0.2162,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID672,NMRlipids BilayerData sim ID 672,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='Slipids'.",2026-07-01
1389,DOPC:CHOL (8:1),DOPC:CHOL,8:1,area_per_lipid,64.68,A^2,0.015,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID650,NMRlipids BilayerData sim ID 650,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
1390,DOPC:CHOL (8:1),DOPC:CHOL,8:1,thickness_DB,41.3,A,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID650,NMRlipids BilayerData sim ID 650,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
